produto;classificação;unidade/peso;menor;comum;maior;quilo;data
NABO ;EXTRA          ;MC  ;6,42;7,14;7,81;3;17/09/2018
NABO ;PRIMEIRA       ;MC  ;4,28;4,73;5,12;3;17/09/2018
OREGANO ;-;MC  ;2;2,5;3;0,15;17/09/2018
PALMITO PUPUNHA;-;PC  ;7,14;8,14;9,14;2,5;17/09/2018
RABANETE ;ESPECIAL       ;DZMC;16,97;17,97;18,97;10;17/09/2018
RABANETE ;EXTRA          ;DZMC;20,19;21,34;22,41;10;17/09/2018
RABANETE ;PRIMEIRA       ;DZMC;12,66;13,8;14,87;10;17/09/2018
REPOLHO LISO;EXTRA          ;ENG ;17,29;18,29;19,29;25;17/09/2018
REPOLHO ROXO;EXTRA          ;ENG ;18,22;19,22;20,22;25;17/09/2018
RUCULA ;-;DZMC;15,86;16,86;17,86;6;17/09/2018
RUCULA ;HIDROPONICA    ;ENG ;17,59;18,59;19,59;5;17/09/2018
SALSA ;-;MC  ;8,2;9,48;10,62;2,5;17/09/2018
SALSAO BRANCO/VERDE;ESPECIAL       ;DZMC;18,36;19,36;20,36;10;17/09/2018
SALSAO BRANCO/VERDE;EXTRA          ;DZMC;20,95;21,95;22,95;10;17/09/2018
SALSAO BRANCO/VERDE;PRIMEIRA       ;DZMC;14,01;15,01;16,01;10;17/09/2018
ACELGA ;ESPECIAL       ;ENG ;11,93;12,93;13,93;12;13/09/2018
ACELGA ;EXTRA          ;ENG ;14,13;15,13;16,13;12;13/09/2018
ACELGA ;PRIMEIRA       ;ENG ;8,78;9,78;10,78;12;13/09/2018
AGRIAO ;ESPECIAL       ;ENG ;16,45;17,45;18,45;12;13/09/2018
AGRIAO ;EXTRA          ;ENG ;19,45;20,45;21,45;12;13/09/2018
AGRIAO ;HIDROPONICO    ;ENG ;18,66;19,66;21,17;4;13/09/2018
AGRIAO ;PRIMEIRA       ;ENG ;11,63;12,63;13,63;12;13/09/2018
ALFACE AMERICANA;ESPECIAL       ;ENG ;14,12;15,12;16,12;10;13/09/2018
ALFACE AMERICANA;EXTRA          ;ENG ;16,06;17,06;18,06;10;13/09/2018
ALFACE AMERICANA;PRIMEIRA       ;ENG ;11,54;12,54;13,54;10;13/09/2018
ALFACE CRESPA;ESPECIAL       ;ENG ;13,74;14,74;15,74;7;13/09/2018
ALFACE CRESPA;EXTRA          ;ENG ;15,79;16,79;17,79;7;13/09/2018
ALFACE CRESPA;HIDROPONICA    ;ENG ;16,37;17,37;18,37;4;13/09/2018
ALFACE CRESPA;PRIMEIRA       ;ENG ;10,23;11,23;12,23;7;13/09/2018
ALFACE LISA;ESPECIAL       ;ENG ;14,84;15,84;16,84;8;13/09/2018
ALFACE LISA;EXTRA          ;ENG ;16,75;17,75;18,75;8;13/09/2018
ALFACE LISA;HIDROPONICA    ;ENG ;16,47;17,47;18,47;4;13/09/2018
ALFACE LISA;PRIMEIRA       ;ENG ;10;11;12;8;13/09/2018
ALFACE MIMOSA;HIDROPONICA    ;ENG ;16,47;17,47;18,47;4;13/09/2018
ALFACE ROMANA;-;ENG ;8;10,53;13,6;8;13/09/2018
ALHO PORRO ;ESPECIAL       ;DZMC;6,68;7,68;8,68;2;13/09/2018
ALHO PORRO ;EXTRA          ;DZMC;8,71;9,71;10,71;2;13/09/2018
ALHO PORRO ;PRIMEIRA       ;DZMC;5,35;6,02;6,69;2;13/09/2018
ALMEIRAO ;ESPECIAL       ;DZMC;13;14;15;6;13/09/2018
ALMEIRAO ;EXTRA          ;DZMC;16;17;18;6;13/09/2018
ALMEIRAO ;PRIMEIRA       ;DZMC;10;11;12;6;13/09/2018
ALMEIRAO PAO DE ACUCAR;ESPECIAL       ;DZMC;13,96;14,96;15,96;12;13/09/2018
ALMEIRAO PAO DE ACUCAR;EXTRA          ;DZMC;16,96;17,96;18,96;12;13/09/2018
ALMEIRAO PAO DE ACUCAR;PRIMEIRA       ;DZMC;10,39;11,39;12,39;12;13/09/2018
ASPARGO ;-;MC  ;11,55;12,55;13,55;0,5;13/09/2018
BETERRABA C/FOL ;ESPECIAL       ;ENG ;15;16;17;20;13/09/2018
BETERRABA C/FOL ;EXTRA          ;ENG ;18;19;20;20;13/09/2018
BETERRABA C/FOL ;PRIMEIRA       ;ENG ;10;11;12;20;13/09/2018
BROCOLOS ;ESPECIAL       ;DZMC;28,98;29,98;30,98;15;13/09/2018
BROCOLOS ;EXTRA          ;DZMC;33,68;35,59;37,05;15;13/09/2018
BROCOLOS NINJA;-;ENG ;17,67;18,88;20,09;8;13/09/2018
CATALONHA ;-;DZMC;9,23;11,42;13,34;6;13/09/2018
CEBOLINHA ;ESPECIAL       ;MC  ;6,09;6,98;7,85;1,2;13/09/2018
CEBOLINHA ;EXTRA          ;MC  ;8,49;9,45;10,41;1,35;13/09/2018
CENOURA C/FOLHA ;ESPECIAL       ;ENG ;20;21;22;20;13/09/2018
CENOURA C/FOLHA ;EXTRA          ;ENG ;24,29;26,58;28,22;20;13/09/2018
CENOURA C/FOLHA ;PRIMEIRA       ;ENG ;15;17,29;18,93;20;13/09/2018
CHICORIA ;-;DZMC;9,41;11,83;13,64;6;13/09/2018
COENTRO ;ESPECIAL       ;DZMC;24,45;26,31;27,74;6;13/09/2018
COENTRO ;EXTRA          ;DZMC;28,97;31,25;33,24;6;13/09/2018
COGUMELO PARIS;-;PCT ;4,43;5,14;5,85;0,25;13/09/2018
COGUMELO SHIMEJI;-;PCT ;5,57;6,25;6,93;0,2;13/09/2018
COGUMELO SHITAKE;-;PCT ;6,53;7,09;7,65;0,2;13/09/2018
COUVE ;ESPECIAL       ;DZMC;7,78;8,54;9,28;6;13/09/2018
COUVE ;EXTRA          ;DZMC;10,19;11,15;12,1;6;13/09/2018
COUVE ;PRIMEIRA       ;DZMC;6,07;6,77;7,42;6;13/09/2018
COUVE BRUXELAS;EXTRA          ;PCT ;2,69;3;3,22;0,25;13/09/2018
COUVE FLOR ;ESPECIAL       ;ENG ;18,62;19,62;20,62;8;13/09/2018
COUVE FLOR ;EXTRA          ;ENG ;21,6;22,6;23,6;8;13/09/2018
COUVE FLOR ;PRIMEIRA       ;ENG ;13,65;14,65;15,65;8;13/09/2018
ERVA DOCE ;ESPECIAL       ;DZMC;21,37;22,37;23,37;8;13/09/2018
ERVA DOCE ;EXTRA          ;DZMC;25,43;26,43;27,43;8;13/09/2018
ERVA DOCE ;PRIMEIRA       ;DZMC;16,37;17,37;18,37;8;13/09/2018
ESCAROLA ;ESPECIAL       ;ENG ;13,93;14,93;15,93;8;13/09/2018
ESCAROLA ;EXTRA          ;ENG ;16,92;17,92;18,92;8;13/09/2018
ESCAROLA ;HIDROPONICA    ;ENG ;16,96;17,96;20;4;13/09/2018
ESCAROLA ;PRIMEIRA       ;ENG ;9,57;10,57;11,57;8;13/09/2018
ESPINAFRE ;ESPECIAL       ;DZMC;10,98;11,98;12,98;6;13/09/2018
ESPINAFRE ;EXTRA          ;DZMC;13,5;14,5;15,5;6;13/09/2018
ESPINAFRE ;PRIMEIRA       ;DZMC;8,23;9,2;10,16;6;13/09/2018
GOBO ;EXTRA          ;MC  ;6,44;7,44;8,44;1;13/09/2018
HORTELA ;-;MC  ;2,13;2,62;3,09;0,15;13/09/2018
LOURO ;-;MC  ;2,02;2,52;3,02;0,2;13/09/2018
MANJERICÇO ;-;M  ;1,5;1,8;2;0,15;13/09/2018
MILHO VERDE ;-;BD  ;2,82;2,95;3,06;0,7;13/09/2018
MILHO VERDE ;ESPECIAL       ;KG  ;1,51;1,55;1,58;1;13/09/2018
MILHO VERDE ;EXTRA          ;KG  ;1,63;1,68;1,73;1;13/09/2018
MOIASHI ;-;PCT ;4,4;4,74;4,99;0,5;13/09/2018
MOSTARDA ;-;DZMC;13,79;16,58;18,98;6;13/09/2018
NABO ;ESPECIAL       ;MC  ;4,83;5,24;5,63;3;13/09/2018
NABO ;EXTRA          ;MC  ;5,89;6,57;7,2;3;13/09/2018
NABO ;PRIMEIRA       ;MC  ;4,02;4,3;4,55;3;13/09/2018
OREGANO ;-;MC  ;2;2,5;3;0,15;13/09/2018
PALMITO PUPUNHA;-;PC  ;8;9;10;2,5;13/09/2018
RABANETE ;ESPECIAL       ;DZMC;21,13;22,13;23,13;10;13/09/2018
RABANETE ;EXTRA          ;DZMC;24,71;25,98;27,11;10;13/09/2018
RABANETE ;PRIMEIRA       ;DZMC;16,13;17,13;18,13;10;13/09/2018
REPOLHO LISO;EXTRA          ;ENG ;17,59;18,59;19,59;25;13/09/2018
REPOLHO ROXO;EXTRA          ;ENG ;18,25;19,25;20,25;25;13/09/2018
RUCULA ;-;DZMC;18;19;20;6;13/09/2018
RUCULA ;HIDROPONICA    ;ENG ;17,59;18,59;19,59;5;13/09/2018
SALSA ;-;MC  ;6,27;7,27;8,27;2,5;13/09/2018
SALSAO BRANCO/VERDE;ESPECIAL       ;DZMC;18,13;19,13;20,13;10;13/09/2018
SALSAO BRANCO/VERDE;EXTRA          ;DZMC;20,72;21,72;22,72;10;13/09/2018
SALSAO BRANCO/VERDE;PRIMEIRA       ;DZMC;13,98;14,98;15,98;10;13/09/2018
ALHO ;TIPO 5         ;KG  ;9,74;10,26;10,78;1;12/09/2018
ALHO ;TIPO 6         ;KG  ;10,78;11,64;12,5;1;12/09/2018
ALHO ;TIPO 7         ;KG  ;12,5;13,05;13,61;1;12/09/2018
ALHO ESTRANG. CHINES;TIPO 6/7       ;KG  ;9;10;10,5;1;12/09/2018
AMENDOIM COM CASCA;-;SC  ;97,37;102,37;107,37;25;12/09/2018
AMENDOIM S/CASCA;-;SC  ;127;132,13;137,13;25;12/09/2018
BATATA ASTERIX;ESPECIAL       ;KG  ;1,21;1,31;1,41;1;12/09/2018
BATATA ESCOVADA;ESPECIAL       ;KG  ;1,37;1,47;1,57;1;12/09/2018
BATATA ESCOVADA;NOIVA          ;KG  ;1,6;1,7;1,8;1;12/09/2018
BATATA LAVADA;BONECA         ;KG  ;0,38;0,48;0,57;1;12/09/2018
BATATA LAVADA;ESPECIAL       ;KG  ;0,89;0,99;1,09;1;12/09/2018
BATATA LAVADA;FLORÇO         ;KG  ;0,7;0,8;0,89;1;12/09/2018
BATATA LAVADA;NOIVA          ;KG  ;1,15;1,24;1,33;1;12/09/2018
BATATA LAVADA;1a.ESPECIALZINH;KG  ;0,39;0,48;0,57;1;12/09/2018
BATATA LAVADA;2a.BOLINHA     ;KG  ;1,23;1,33;1,42;1;12/09/2018
CANJICA ;-;KG  ;2,8;2,9;3;1;12/09/2018
CEBOLA NACIONAL;GRAUDA         ;KG  ;0,94;1,01;1,07;1;12/09/2018
CEBOLA NACIONAL;MEDIA          ;KG  ;0,91;0,98;1,04;1;12/09/2018
CEBOLA NACIONAL;MIUDA          ;KG  ;0,71;0,8;0,89;1;12/09/2018
CEBOLA ROXA;GRAUDA         ;KG  ;1,85;1,95;2,06;1;12/09/2018
CEBOLA ROXA;MEDIA          ;KG  ;1,85;1,95;2,06;1;12/09/2018
CEBOLA ROXA;MIUDA          ;KG  ;1,48;1,58;1,68;1;12/09/2018
COCO SECO ;-;SC  ;50,36;52,26;53,72;20;12/09/2018
M.PIPOCA ESTRAN ;-;SC  ;58,29;59,57;60,71;22,6;12/09/2018
OVOS BRANCO;EXTRA          ;CX  ;84,44;85,44;86,44;23;12/09/2018
OVOS BRANCO;EXTRA EMBALADO ;BD  ;10,33;10,51;10,65;2;12/09/2018
OVOS BRANCO;GRANDE         ;CX  ;83,11;84,11;85,11;20;12/09/2018
OVOS BRANCO;GRANDE EMBALADO;BD  ;9,93;10,16;10,32;1,8;12/09/2018
OVOS BRANCO;MEDIO          ;CX  ;80,81;81,81;82,81;18;12/09/2018
OVOS BRANCO;PEQUENO        ;CX  ;75,52;76,52;77,52;17;12/09/2018
OVOS CODORNA;-;BD  ;2,8;2,9;3;0,3;12/09/2018
OVOS VERMELHO;EXTRA          ;CX  ;95,6;96,6;97,6;23;12/09/2018
